n, alg1_cmp, alg1_swaps, alg1_time, alg2_cmp, alg2_swaps, alg2_time
2378,       1412970,       1410604,       815,       23734,       12125,       144
2379,       1414981,       1412614,       811,       23734,       12112,       141
2380,       1416067,       1413699,       782,       23747,       12167,       146
2381,       1416880,       1414511,       783,       23731,       12108,       138
2382,       1417192,       1414822,       783,       23768,       12144,       140
2383,       1419028,       1416657,       784,       23787,       12148,       139
2384,       1419424,       1417052,       832,       23800,       12167,       143
2385,       1421199,       1418826,       824,       23813,       12179,       139
2386,       1421898,       1419524,       824,       23825,       12182,       139
2387,       1423979,       1421604,       787,       23840,       12187,       137
2388,       1426297,       1423921,       788,       23848,       12176,       141
2389,       1426646,       1424269,       788,       23860,       12157,       138
2390,       1428641,       1426263,       789,       23863,       12269,       143
2391,       1430066,       1427687,       913,       23872,       12222,       139
2392,       1432416,       1430036,       796,       23892,       12225,       145
2393,       1432879,       1430498,       837,       23903,       12220,       145
2394,       1433999,       1431617,       878,       23911,       12212,       146
2395,       1434644,       1432261,       871,       23930,       12215,       145
2396,       1434847,       1432463,       793,       23930,       12254,       143
2397,       1436379,       1433994,       793,       23945,       12281,       139
2398,       1438546,       1436160,       794,       23948,       12223,       142
2399,       1440873,       1438486,       796,       23952,       12243,       142
